area_name,count,percent
Винницкая область,4,0.00006
Ханымей,4,0.00006
Нестеровская (Ингушетия),4,0.00006
Солонешное,4,0.00006
Тюбук,4,0.00006
Гиждуван,4,0.00006
Путеец (Коми),4,0.00006
Талшик,4,0.00006
Заветный,4,0.00006
Заветное (Ставропольский край),4,0.00006
Мархамат,4,0.00006
Малиновский,4,0.00006
Приморка,4,0.00006
Жарковский,4,0.00006
Таштып,4,0.00006
Исмаиллы,4,0.00006
Каркаралинск,4,0.00006
Жанакорган,4,0.00006
Приводино,4,0.00006
Старопестерево,4,0.00006
Тельма,4,0.00006
Преображенская,4,0.00006
Преображенка,4,0.00006
Ельцовка,4,0.00006
Преградная,4,0.00006
Заиграево,4,0.00006
Ильинское-Хованское,4,0.00006
Залесово,4,0.00006
Залукокоаже,4,0.00006
Сунжа (Северная Осетия),4,0.00006
Сулак (Дагестан),4,0.00006
Зуя,4,0.00006
Прямицыно,4,0.00006
Пскент,4,0.00006
Сусанино,4,0.00006
Сухая Буйвола,4,0.00006
Зестафони,4,0.00006
Зензели,4,0.00006
Зеленодольск (Днепропетровская область),4,0.00006
Малое Верево,4,0.00006
Идринское,4,0.00006
Табуны,4,0.00006
Затеречный,4,0.00006
Тайынша,4,0.00006
Пуксоозера,4,0.00006
Заплавное,4,0.00006
Правокумское,4,0.00006
Мерке,4,0.00006
Старица (Астраханская область),4,0.00006
Туринская Слобода,4,0.00006
Туртас,4,0.00006
Камышеватская,4,0.00006
Полеводство,4,0.00006
Канев,4,0.00006
Гривенская,4,0.00006
Бугрино (Ненецкий АО),4,0.00006
Софиевка (Казахстан),4,0.00006
Карагали,4,0.00006
Радошковичи,4,0.00006
Пожва,4,0.00006
Мордвес,4,0.00006
Горноуральский,4,0.00006
Радченко,4,0.00006
Каратузское,4,0.00006
Горнозаводск (Сахалинская область),4,0.00006
Голынки,4,0.00006
Подгорный,4,0.00006
Грэсовский,4,0.00006
Могилев-Подольский,4,0.00006
Тогул,4,0.00006
Тургояк,4,0.00006
Тогур,4,0.00006
Посёлок имени Карла Либкнехта,4,0.00006
Дубки (Дагестан),4,0.00006
Поселок Искателей,4,0.00006
Калманка,4,0.00006
Калниболотская,4,0.00006
Попутная,4,0.00006
Торетам,4,0.00006
Дмитриевское (Ставропольский край),4,0.00006
Джигинка,4,0.00006
Троицкая (Ингушетия),4,0.00006
Троицкое (Республика Калмыкия),4,0.00006
Трускавец,4,0.00006
Средний Икорец,4,0.00006
Дарасун (Забайкальский край),4,0.00006
Половинное,4,0.00006
Гузар,4,0.00006
Чажемто,4,0.00006
Зональная Станция,4,0.00006
Новые Зори,4,0.00006
Чистые Боры,4,0.00006
Новобелокатай,4,0.00006
Шабровский,4,0.00006
Левокумка,4,0.00006
Новобейсугская,4,0.00006
Чурапча,4,0.00006
Кузино,4,0.00006
Сандата,4,0.00006
Пап,4,0.00006
Куба (Кабардино-Балкария),4,0.00006
Беруни,4,0.00006
Бесколь,4,0.00006
Бешарык,4,0.00006
Корзуново,4,0.00006
Архангельское (Московская область),4,0.00006
Ширин,4,0.00006
Сагареджо,4,0.00006
Романовка (Саратовская область),4,0.00006
Саган-Нур,4,0.00006
Алтуд,4,0.00006
Ома (Ненецкий АО),4,0.00006
Алтай (Ханты-Мансийский АО - Югра),4,0.00006
Лаголово,4,0.00006
Лесколово,4,0.00006
Широчанка,4,0.00006
Шайдурово (Свердловская область),4,0.00006
Левашово,4,0.00006
ЛМС,4,0.00006
Новоблагодарное,4,0.00006
Свободы,4,0.00006
Оранжереи,4,0.00006
Кубанская,4,0.00006
Самодед,4,0.00006
Красноград,4,0.00006
Барыбино,4,0.00006
Баянгол,4,0.00006
Кубанское,4,0.00006
Безопасное,4,0.00006
Шахрихан,4,0.00006
Новоегорьевское,4,0.00006
Южный (Одесская область),4,0.00006
Юргинское,4,0.00006
Новомалороссийская,4,0.00006
Краснооктябрьский (Адыгея),4,0.00006
Шатрово,4,0.00006
Белогородка,4,0.00006
Лебяжье (Алтайский край),4,0.00006
Юрты,4,0.00006
Кувасай,4,0.00006
Кугульта (Ставропольский край),4,0.00006
Леваши (Дагестан),4,0.00006
Палатка (Магаданская область),4,0.00006
Курья,4,0.00006
Леньки,4,0.00006
Чикола,4,0.00006
Сергиевское,4,0.00006
Новая Ляда,4,0.00006
Никольское (Астраханская область),4,0.00006
Эльбрус (Кабардино-Балкария),4,0.00006
Оксовский,4,0.00006
Азанка,4,0.00006
Черемушки,4,0.00006
Большое Солдатское,4,0.00006
Оржицы,4,0.00006
Сарканд,4,0.00006
Большой Лычак,4,0.00006
Новотроицкая (Ставропольский край),4,0.00006
поселок Карла Либкнехта,4,0.00006
Боргустанская,4,0.00006
Агеево (Тамбовская область),4,0.00006
Боровиха,4,0.00006
Колтубановский,4,0.00006
Кысыл-Сыр,4,0.00006
Курахово,4,0.00006
Агдаш,4,0.00006
Шумячи,4,0.00006
Ботлих,4,0.00006
Африканда,4,0.00006
Курганская область,4,0.00006
Круглолесское,4,0.00006
Куминский,4,0.00006
Большая Джалга,4,0.00006
Шонгуй,4,0.00006
Али-Юрт,4,0.00006
Одесское,4,0.00006
Шкотово,4,0.00006
Новоплатнировская,4,0.00006
Кутлу-Букаш,4,0.00006
Ромашкинское сельское поселение (Ленинградская область),4,0.00006
Коренево,4,0.00006
Чернышевский (Республика Саха (Якутия)),4,0.00006
Лесниково,4,0.00006
Лесное,4,0.00006
Копылово,4,0.00006
Пачелма,4,0.00006
Островское,4,0.00006
Лесное (Тверская область),4,0.00006
Октябрьское (Ставропольский край),4,0.00006
Кратово,4,0.00006
Новолабинская,4,0.00006
Константиновское,4,0.00006
Дустлик,3,0.00005
Архонская,3,0.00005
Этока,3,0.00005
Дыгулыбгей,3,0.00005
Джума,3,0.00005
Юго-Камский,3,0.00005
Новый Егорлык,3,0.00005
Екатериноградская,3,0.00005
Дмитриевский,3,0.00005
Тигиль,3,0.00005
Тирлянский,3,0.00005
Дядьковская,3,0.00005
Новый Мултан,3,0.00005
Аулиеколь,3,0.00005
Дустабад,3,0.00005
Домодедово (село),3,0.00005
Дрокино,3,0.00005
Титан (Мурманская область),3,0.00005
Переправная,3,0.00005
Елизаветинское (Ставропольский край),3,0.00005
Мангит,3,0.00005
Озургети,3,0.00005
Приютное,3,0.00005
Аксарка,3,0.00005
Манчаж,3,0.00005
Зарубино (Новгородская область),3,0.00005
Таврово,3,0.00005
Ойсхара,3,0.00005
Оконешниково,3,0.00005
Таборы (Таборинский район),3,0.00005
Ясная (Забайкальский край),3,0.00005
Марнеули,3,0.00005
Агсу,3,0.00005
Яшкуль,3,0.00005
Агириш,3,0.00005
Зирган,3,0.00005
поселок Маршала Жукова,3,0.00005
Золотоноша,3,0.00005
Золотуха (Астраханская область),3,0.00005
Автуры,3,0.00005
Октябрьский (Камчатский край),3,0.00005
Александровка (Донецкая область),3,0.00005
Ольгинское (Северная Осетия),3,0.00005
"Елшанка (Воскресенский район, Саратовская область)",3,0.00005
Таёжный,3,0.00005
Темясово,3,0.00005
Южноукраинск,3,0.00005
Преградное,3,0.00005
Онохино,3,0.00005
Преображенка (Оренбургская область),3,0.00005
Носовая,3,0.00005
Анзорей,3,0.00005
Тегульдет,3,0.00005
Андра,3,0.00005
Ахты,3,0.00005
Обильное (Ставропольский край),3,0.00005
Нурата,3,0.00005
Амдерма,3,0.00005
Жатай,3,0.00005
Татарская Каргала,3,0.00005
Ома (Ямало-Ненецкий АО),3,0.00005
Тарманы,3,0.00005
Тарбагатай,3,0.00005
Яйпан,3,0.00005
Житное (Астраханская область),3,0.00005
Анджиевский,3,0.00005
Гражданское (Ставропольский край),3,0.00005
Троицкое (Московская область),3,0.00005
Пешково,3,0.00005
Хасанья,3,0.00005
Богашёво,3,0.00005
Ханская,3,0.00005
Хандыга,3,0.00005
Ханабад,3,0.00005
Верхнетуломский,3,0.00005
Благодатное,3,0.00005
Виноградное (Калмыкия),3,0.00005
Бешпагир,3,0.00005
Чиназ,3,0.00005
Нартан,3,0.00005
Чунояр,3,0.00005
Владимиро-Александровское,3,0.00005
Чистенькое,3,0.00005
Наровчат,3,0.00005
Учкурган,3,0.00005
Учкудук,3,0.00005
Возжаевка,3,0.00005
Паркент,3,0.00005
Усть-Тарка,3,0.00005
Вольнянск,3,0.00005
Париж,3,0.00005
Хашури,3,0.00005
Пелагиада,3,0.00005
Васкелово,3,0.00005
Ходжейли,3,0.00005
Чапаево,3,0.00005
Булунгур,3,0.00005
Частоозерье,3,0.00005
Первомайское (Московская область),3,0.00005
Цюрупинск,3,0.00005
Первомайское (Карачаево-Черкесия),3,0.00005
Цхалтубо,3,0.00005
Цоци-Юрт,3,0.00005
Бурлацкое (Ставропольский край),3,0.00005
Бутка,3,0.00005
Нижнетроицкий,3,0.00005
Хырдалан,3,0.00005
Храброво,3,0.00005
Червлённая,3,0.00005
Вабкент,3,0.00005
Вадинск,3,0.00005
Большое,3,0.00005
Большие Уки,3,0.00005
Большегривское,3,0.00005
Ванавара,3,0.00005
Холм-Жирковский,3,0.00005
Чульман,3,0.00005
Восточный,3,0.00005
Ая,3,0.00005
Отказное,3,0.00005
Монастырщина,3,0.00005
Молочные Дворы,3,0.00005
Молоково (Тверская область),3,0.00005
Гофицкое (Ставропольский край),3,0.00005
Нижняя Шиловка,3,0.00005
Отрадо-Ольгинское,3,0.00005
Новониколаевский,3,0.00005
Балаклея,3,0.00005
Тыреть 1-я,3,0.00005
Григорополисская,3,0.00005
Баксаненок,3,0.00005
Березовка (Алтайский край),3,0.00005
Турка,3,0.00005
Осыпной Бугор,3,0.00005
Половинный (городской округ Верхний Тагил),3,0.00005
Туманный,3,0.00005
Кургантепа,3,0.00005
Тулома,3,0.00005
Шувакиш,3,0.00005
Дашкесан,3,0.00005
Мишуково (Мурманская область),3,0.00005
Оссора,3,0.00005
Барань,3,0.00005
Барсуковская,3,0.00005
Барышево,3,0.00005
Очаков,3,0.00005
Усть-Вымский район,3,0.00005
Новобессергеневка,3,0.00005
Муйнак,3,0.00005
Шалушка,3,0.00005
Усады,3,0.00005
Шамхал-Термен,3,0.00005
Галашки,3,0.00005
Мочище,3,0.00005
Павловское (городской округ Домодедово),3,0.00005
Георгиевская,3,0.00005
Новодугино,3,0.00005
Умба,3,0.00005
Новозаведенное,3,0.00005
Гизель,3,0.00005
Моряковский Затон,3,0.00005
Улу-Теляк,3,0.00005
Уксянское,3,0.00005
Глобино,3,0.00005
Новоильинск,3,0.00005
Подгородняя Покровка,3,0.00005
Горки (Ямало-Ненецкий АО),3,0.00005
Курджиново,3,0.00005
Тулюшка,3,0.00005
Самусь,3,0.00005
Советский (Новосибирская область),3,0.00005
Казыгурт,3,0.00005
Индига,3,0.00005
Капустин Яр,3,0.00005
Сармаково,3,0.00005
Кара-Тюбе,3,0.00005
Коркмаскала,3,0.00005
Сростки,3,0.00005
Октябрьский (Новосибирская область),3,0.00005
Луначарский (Самарская область),3,0.00005
Келес,3,0.00005
Каган,3,0.00005
Кенже,3,0.00005
Ладовская Балка,3,0.00005
Пыщуг,3,0.00005
Седельниково,3,0.00005
Семрино,3,0.00005
Столбовая,3,0.00005
Кишпек,3,0.00005
Крутиха,3,0.00005
Редкино,3,0.00005
Лобва,3,0.00005
Крымгиреевское,3,0.00005
Кантышево,3,0.00005
Иргаклы,3,0.00005
Самбор,3,0.00005
Иштыхан,3,0.00005
Красногвардейский (Артёмовский городской округ),3,0.00005
Итатский,3,0.00005
Исламей,3,0.00005
Магарамкент,3,0.00005
Казатин,3,0.00005
Краснокумское,3,0.00005
Ленинкент (Махачкала),3,0.00005
Климовское,3,0.00005
Ис,3,0.00005
Колобродов,3,0.00005
Камчатский край,3,0.00005
Кривское (Калужская область),3,0.00005
Кытманово,3,0.00005
Свердловск,3,0.00005
Иршава,3,0.00005
Луговой,3,0.00005
Магаданская область,3,0.00005
Красный Пахарь (Ставропольский край),3,0.00005
Канглы (Ставропольский край),3,0.00005
Красюковская,3,0.00005
Ромны,3,0.00005
Луговской,3,0.00005
Старые Атаги,3,0.00005
Путивль,3,0.00005
Республика Саха (Якутия),3,0.00005
Русско-Высоцкое,3,0.00005
Республика Карелия,3,0.00005
Соколово,3,0.00005
Каратайка,3,0.00005
Кировское (Донецкая область),3,0.00005
Летка,3,0.00005
Касансай,3,0.00005
Северомуйск,3,0.00005
Курчанская,3,0.00005
Комсомолец (Ставропольский край),3,0.00005
Расшеватская,3,0.00005
Ивано-Франковская область,3,0.00005
Рябовский,3,0.00005
Коммунистический,3,0.00005
Кочубей (Дагестан),3,0.00005
Кунград,3,0.00005
Соловьёвск,3,0.00005
Зоркальцево,3,0.00005
Солуно-Дмитриевское,3,0.00005
Староконстантинов,3,0.00005
Купянск,3,0.00005
Русскинская,3,0.00005
Курьи,3,0.00005
Кадниковский,3,0.00005
Средний,3,0.00005
Кадый,3,0.00005
Малечкино,3,0.00005
Кокуй (Забайкальский край),3,0.00005
Малка,3,0.00005
Солянка,3,0.00005
Камаши,3,0.00005
Каракуль,3,0.00005
Кубенское,3,0.00005
Старая Станица,3,0.00005
Солдатская,3,0.00005
Саксаульский,3,0.00005
Куйбышево,3,0.00005
Липовец,3,0.00005
Садовое,3,0.00005
Красноармейский,3,0.00005
Сагопши,3,0.00005
Ики-Бурул,3,0.00005
Сиреневый (Курганская область),3,0.00005
Иволгинск,3,0.00005
Лычак,3,0.00005
Рощинский,3,0.00005
Русское (Ставропольский край),3,0.00005
Ходжаабад,2,0.00003
Варзуга,2,0.00003
Нетешин,2,0.00003
Вахрушево,2,0.00003
Васильковка,2,0.00003
Золочев (Харьковская область),2,0.00003
Лосиный,2,0.00003
Лохвица,2,0.00003
Вангурей,2,0.00003
Чартак,2,0.00003
Никита (Республика Крым),2,0.00003
Коксовый,2,0.00003
Брянка (Красноярский край),2,0.00003
Республика Коста-Рика,2,0.00003
Чайкино (Республика Крым),2,0.00003
Синегорский,2,0.00003
Чабаны,2,0.00003
Цолга,2,0.00003
Сквира,2,0.00003
Бустан,2,0.00003
Бутурлино (Московская область),2,0.00003
Быков (Сахалинская область),2,0.00003
Першотравенск,2,0.00003
Славгородское,2,0.00003
Ваганово,2,0.00003
Славутич,2,0.00003
Хорол,2,0.00003
Раякоски,2,0.00003
Хорей-Вер,2,0.00003
Хони,2,0.00003
Кисловка,2,0.00003
Натырбово,2,0.00003
Великая Новоселка,2,0.00003
Кедровка (Свердловская область),2,0.00003
Питнак,2,0.00003
Сокол (Сахалинская область),2,0.00003
Воскресенское (Саратовская область),2,0.00003
Усть-Кара,2,0.00003
Мысхако,2,0.00003
Луостари,2,0.00003
Каясула,2,0.00003
Разночиновка,2,0.00003
Высокополье,2,0.00003
Катыр-Юрт,2,0.00003
Каттакурган,2,0.00003
Урмикеево,2,0.00003
Гайсин,2,0.00003
Мошок,2,0.00003
Галляарал,2,0.00003
Галюгаевская,2,0.00003
Касан,2,0.00003
Уралец,2,0.00003
Гелдаган,2,0.00003
Ура-Губа,2,0.00003
Мосрентген,2,0.00003
Умёт,2,0.00003
Герменчук,2,0.00003
Гехи,2,0.00003
Солёное Займище (Астраханская область),2,0.00003
Советское (Алтайский край),2,0.00003
Кедровое,2,0.00003
Ратно,2,0.00003
Усть-Цильма,2,0.00003
Величаевское,2,0.00003
Растуново,2,0.00003
Кировск,2,0.00003
Верх-Катунское,2,0.00003
Кировоградская область,2,0.00003
Кирза,2,0.00003
Верхнемарково,2,0.00003
Верхние Ачалуки,2,0.00003
Верхняя Маза (Ульяновская область),2,0.00003
Петрокаменское,2,0.00003
Верховцево,2,0.00003
Килинчи,2,0.00003
Незамаевская,2,0.00003
Наурская,2,0.00003
Вижница,2,0.00003
Ферсманово,2,0.00003
Натальинск,2,0.00003
Соболево (Камчатский край),2,0.00003
Советская (Ставропольский край),2,0.00003
Уштобе,2,0.00003
Налобиха,2,0.00003
Внуковское,2,0.00003
Советский (Республика Крым),2,0.00003
Воловец,2,0.00003
Володарка,2,0.00003
Первомайское (Ставропольский край),2,0.00003
Чехов (Сахалинская область),2,0.00003
Колосовка,2,0.00003
Экажево,2,0.00003
Артемово,2,0.00003
Крыловская станица (Ленинградский район),2,0.00003
Крылатовский,2,0.00003
Аршан,2,0.00003
Эркен-Шахар,2,0.00003
Ассиновская,2,0.00003
Эльхотово,2,0.00003
Астраханская область,2,0.00003
Асыката,2,0.00003
Атакент,2,0.00003
Новый Васюган,2,0.00003
Орловка (Ставропольский край),2,0.00003
Орловская область,2,0.00003
Эдиссия,2,0.00003
Апостолово,2,0.00003
Эгвекинот,2,0.00003
Кринички,2,0.00003
Ахунбабаев,2,0.00003
Ачикулак,2,0.00003
Оротукан,2,0.00003
Сасыколи,2,0.00003
Новоселенгинск,2,0.00003
Новоселезнево,2,0.00003
Красный Лиман,2,0.00003
Красный Курган (Карачаево-Черкесия),2,0.00003
Розовка,2,0.00003
Светлогорск (Красноярский край),2,0.00003
Балахоновское,2,0.00003
Самтредиа,2,0.00003
Самашки,2,0.00003
Боровляны,2,0.00003
Олевск,2,0.00003
Румянцево,2,0.00003
Агджабеди,2,0.00003
Курлек,2,0.00003
Агроном (Липецкая область),2,0.00003
Яшалта,2,0.00003
Рыбалово,2,0.00003
Аджигабул,2,0.00003
Ясногорский,2,0.00003
Кумкурган,2,0.00003
Акстафа,2,0.00003
Акуша,2,0.00003
Алабуга (Челябинская область),2,0.00003
Ярково,2,0.00003
Оленино (Тверская область),2,0.00003
Кубань,2,0.00003
Янгиер,2,0.00003
Образцово-Травино,2,0.00003
Ямало-Ненецкий АО,2,0.00003
Аллерой (Курчалоевский район),2,0.00003
Алфимово,2,0.00003
Яккабаг,2,0.00003
Алхан-Кала,2,0.00003
Амурская область,2,0.00003
Анди,2,0.00003
Андреевка (Хасанский район),2,0.00003
Нурабад,2,0.00003
Юкки,2,0.00003
Ногир,2,0.00003
Шиловка (Горноуральский городской округ),2,0.00003
Новониколаевка,2,0.00003
Шерабад,2,0.00003
Чернолесское,2,0.00003
Семендер,2,0.00003
Семилетка,2,0.00003
Бея,2,0.00003
Партенит,2,0.00003
Чиатура,2,0.00003
Глыбокая,2,0.00003
Коржевский (Славянский район),2,0.00003
Блечепсин,2,0.00003
Сенаки,2,0.00003
Пахтаабад,2,0.00003
Республика Тыва,2,0.00003
Пахтакор,2,0.00003
Копьево,2,0.00003
Черноисточинск,2,0.00003
Краснокаменка,2,0.00003
Пелым,2,0.00003
Черновицкая область,2,0.00003
Черниговская область,2,0.00003
Первомайский (Горноуральский городской округ),2,0.00003
Большебрусянское,2,0.00003
Чермен,2,0.00003
Нины,2,0.00003
Комсомольское (Дагестан),2,0.00003
Николо-Павловское,2,0.00003
Первомайский (Харьковская область),2,0.00003
Колюткино,2,0.00003
Большой Царын,2,0.00003
Челек,2,0.00003
"Сельцо (посёлок, Волосовский район)",2,0.00003
Бессергеневская,2,0.00003
Бершадь,2,0.00003
Берестечко,2,0.00003
Рожище,2,0.00003
Шелковская,2,0.00003
Батпак,2,0.00003
Павда,2,0.00003
Святогорск,2,0.00003
Павловка (Павловский район Ульяновской области),2,0.00003
Бачи-Юрт,2,0.00003
Себрово,2,0.00003
Шацк (Волынская область),2,0.00003
Родинское,2,0.00003
Бейлаган,2,0.00003
Шафиркан,2,0.00003
Белиз,2,0.00003
Северо-Восточные Сады,2,0.00003
Павлодольская,2,0.00003
Пайарык,2,0.00003
Пайтуг,2,0.00003
Шаргунь,2,0.00003
Шамилькала,2,0.00003
Кошехабль,2,0.00003
Северск (Донецкая область),2,0.00003
Панфилово (Волгоградская область),2,0.00003
Березанка,2,0.00003
Коссово,2,0.00003
Лейпи,2,0.00003
Ново-Николаевка (Астраханская область),2,0.00003
Парбиг,2,0.00003
Любомль,2,0.00003
Несь,2,0.00003
Средний Васюган,2,0.00003
Горхон,2,0.00003
Маньково-Калитвенская,2,0.00003
Долина,2,0.00003
Старопышминск,2,0.00003
Межгорье (Закарпатская область),2,0.00003
Минское,2,0.00003
Спасское (Приморский край),2,0.00003
Провидения,2,0.00003
Есипово,2,0.00003
Могочино,2,0.00003
Пудомяги,2,0.00003
Ильинка (Хабаровский край),2,0.00003
Стоянка,2,0.00003
Долаково,2,0.00003
Староуткинск,2,0.00003
Жанаркорган,2,0.00003
Запорожская область,2,0.00003
Мингрельская,2,0.00003
Старопавловская,2,0.00003
Тячев,2,0.00003
Молочный,2,0.00003
Радомышль,2,0.00003
Карабулак (Алматинская область),2,0.00003
Иковка,2,0.00003
Калиновка (Байкаловский район),2,0.00003
Майя,2,0.00003
Карабудахкент,2,0.00003
Тюбе,2,0.00003
Молодёжный,2,0.00003
Посевная,2,0.00003
Сотниковское,2,0.00003
Гоща,2,0.00003
"Заречье (рабочий посёлок, Одинцовский район)",2,0.00003
Дондуковская,2,0.00003
Спицевка,2,0.00003
Тоншалово,2,0.00003
Турийск,2,0.00003
Каменка-Бугская,2,0.00003
Жетыбай (Мангистауская область),2,0.00003
Трехгорка,2,0.00003
Ир,2,0.00003
Даштабад,2,0.00003
Магдалиновка,2,0.00003
Труновское (Ставропольский край),2,0.00003
Дебальцево,2,0.00003
Тахиаташ,2,0.00003
Прикаспийский,2,0.00003
Джалилабад,2,0.00003
Денау,2,0.00003
Жилёво,2,0.00003
Депо,2,0.00003
Дергачи,2,0.00003
Жолква,2,0.00003
Имишли,2,0.00003
Сторожинец,2,0.00003
Калья,2,0.00003
Камень-Каширский,2,0.00003
Туракурган,2,0.00003
Приозёрный,2,0.00003
Каменское (Республика Крым),2,0.00003
Половинное (Новосибирская область),2,0.00003
Малиновое Озеро,2,0.00003
Ташара,2,0.00003
Жашков,2,0.00003
Тульчин,2,0.00003
Мартюш,2,0.00003
Давид-Городок,2,0.00003
Махнево,2,0.00003
Средний Бугалыш,2,0.00003
Стодолище,2,0.00003
Покойное,2,0.00003
Илим,2,0.00003
Горохов,2,0.00003
Тепловка,2,0.00003
Угледар,2,0.00003
Мамедкала,2,0.00003
Карамышево (Псковская область),2,0.00003
Мессояха,2,0.00003
Гнивань,2,0.00003
Мескер-Юрт,2,0.00003
Мелехово (Владимирская область),2,0.00003
Манаскент,2,0.00003
Терекли-Мектеб,2,0.00003
Старобачаты,2,0.00003
Зелёная Дубрава,2,0.00003
Гойты,2,0.00003
Тинчлик,2,0.00003
Иваничи,2,0.00003
Зелёный,2,0.00003
Пояконда,2,0.00003
Зензеватка,2,0.00003
Дружинино,2,0.00003
Каргала,2,0.00003
Еланский,2,0.00003
Мельниково (Ленинградская область),2,0.00003
Металлплощадка,2,0.00003
Дубно,2,0.00003
Мечетинская,2,0.00003
Заставна,2,0.00003
Зашеек (Мурманская область),2,0.00003
Мальдивская Республика,2,0.00003
Прасковея,2,0.00003
Манжерок,2,0.00003
Старокучергановка,2,0.00003
Золочев (Львовская область),2,0.00003
Майртуп,2,0.00003
Бережаны,1,0.00002
Березовка (Одесская область),1,0.00002
Красноленинский,1,0.00002
Бай-Хаак,1,0.00002
Жидачов,1,0.00002
Березовка (Гродненская область),1,0.00002
Берегово,1,0.00002
Еланец,1,0.00002
Балгазын,1,0.00002
Чуст,1,0.00002
Светлодарск,1,0.00002
Тарумовка,1,0.00002
Балпык-Би,1,0.00002
Роздол,1,0.00002
Балтай,1,0.00002
Тарское,1,0.00002
Красноторовка,1,0.00002
Селендум,1,0.00002
Придорожный (Самарская область),1,0.00002
Березовка (Амурская область),1,0.00002
Тауз,1,0.00002
Красный Коммунар,1,0.00002
Красный Восток (Новосибирская область),1,0.00002
Школьный (Волгоградская область),1,0.00002
Свалява,1,0.00002
Тернопольская область,1,0.00002
Косов,1,0.00002
Чумаково,1,0.00002
Байны,1,0.00002
Чумикан,1,0.00002
Красный,1,0.00002
Терновка,1,0.00002
Татаурово,1,0.00002
Новопетровское,1,0.00002
Новоазовск,1,0.00002
Паньшино,1,0.00002
Татариново,1,0.00002
Сеймчан,1,0.00002
Массандра,1,0.00002
Кяхулай,1,0.00002
Шпола,1,0.00002
Ширван,1,0.00002
Бараба,1,0.00002
Краснодон,1,0.00002
Барабаново,1,0.00002
Белозерское,1,0.00002
Новокаякент,1,0.00002
Межевая,1,0.00002
Баштанка,1,0.00002
Кременная,1,0.00002
Тельманово,1,0.00002
Красновка,1,0.00002
Ларьяк,1,0.00002
Шардара,1,0.00002
Новоживотинное,1,0.00002
Темижбекский,1,0.00002
Каа-Хем,1,0.00002
Емильчино,1,0.00002
Северное (Ставропольский край),1,0.00002
Кабардино-Балкарская республика,1,0.00002
Красная Пахра,1,0.00002
Кабанбай,1,0.00002
Белиджи,1,0.00002
Маканчи,1,0.00002
Северный (Нижегородская область),1,0.00002
Лебедевка,1,0.00002
Белоглинка,1,0.00002
Шаталово,1,0.00002
Белицкое,1,0.00002
Шаргород,1,0.00002
Лебедин,1,0.00002
Костополь,1,0.00002
Шаралдай,1,0.00002
Костромская,1,0.00002
Баранникова,1,0.00002
Жансугуров,1,0.00002
Барбадос,1,0.00002
Беляевка,1,0.00002
Барда,1,0.00002
Придонской,1,0.00002
Жанибек,1,0.00002
Басмановское,1,0.00002
Басьяновский,1,0.00002
Родниково,1,0.00002
Ровеньки,1,0.00002
Исправная,1,0.00002
Новолакское,1,0.00002
Жангала,1,0.00002
Котовск (Одесская область),1,0.00002
Кочковатка (Астраханская область),1,0.00002
Бауыржан Момышулы,1,0.00002
Терезе,1,0.00002
Белосток,1,0.00002
Новогродовка,1,0.00002
Ельники,1,0.00002
Рогатин,1,0.00002
Шуманай,1,0.00002
Кардоникская,1,0.00002
Останкино,1,0.00002
Кулан,1,0.00002
Яковлево,1,0.00002
Прокудское,1,0.00002
Савинка,1,0.00002
Алпатьево,1,0.00002
Збараж,1,0.00002
Кусары,1,0.00002
Маневичи,1,0.00002
Таврийск,1,0.00002
Мангуш,1,0.00002
Ямное,1,0.00002
Ямполь (Винницкая область),1,0.00002
Здолбунов,1,0.00002
Янги-Нишан,1,0.00002
Псыж,1,0.00002
Птичье (Ставропольский край),1,0.00002
Альбурикент,1,0.00002
Образцы,1,0.00002
Кудара-Сомон,1,0.00002
Андреево,1,0.00002
Кудара,1,0.00002
Икон-Халк,1,0.00002
Заря (муниципальное образование Алапаевское),1,0.00002
Ангоя,1,0.00002
Ананьев,1,0.00002
Юшала,1,0.00002
Алябьевский,1,0.00002
Засечное,1,0.00002
Кужорская,1,0.00002
Садовый (Новосибирская область),1,0.00002
Яворов,1,0.00002
Амвросиевка,1,0.00002
Нялинское,1,0.00002
Янгирабад,1,0.00002
Яндаре,1,0.00002
Сарыколь,1,0.00002
Аграрное,1,0.00002
Айет,1,0.00002
Иванков,1,0.00002
Сурхахи,1,0.00002
Малый Атлым,1,0.00002
Змейская,1,0.00002
Змиев,1,0.00002
Малый Маяк,1,0.00002
Октябрьский (Алтайский край),1,0.00002
Сукко,1,0.00002
Мальково,1,0.00002
Зугрэс,1,0.00002
Октябрьский (Белгородская область),1,0.00002
Русский,1,0.00002
Курашим,1,0.00002
Октябрьский (Амурская область),1,0.00002
Кумыш,1,0.00002
Алексеевка (Ростовская область),1,0.00002
Яремче,1,0.00002
Янтарный,1,0.00002
Куликовка,1,0.00002
Янчукан,1,0.00002
Александровск (Луганская область),1,0.00002
Куликово,1,0.00002
Озерновский,1,0.00002
Малокурильское,1,0.00002
Зимитицы,1,0.00002
Малореченское,1,0.00002
Ивановка (Одесская область),1,0.00002
Куруш (Хасавюртовский район),1,0.00002
Судай,1,0.00002
Рябичев,1,0.00002
"Курск (Волосовский район, Ленинградская область)",1,0.00002
Андрушевка,1,0.00002
Кутаис,1,0.00002
Кубринск,1,0.00002
Марьинка,1,0.00002
Инарки,1,0.00002
Афанасово,1,0.00002
Ытык-Кюель,1,0.00002
Тетиев,1,0.00002
Жосалы (Кызылординская область),1,0.00002
Жуковское,1,0.00002
